TWEET_ID,EVENT_TYPE,EVENT,TWEET,EVENT_INI,EVENT_END,QUESTION,bld,bgd,d,ald,agd,count,split
t1514_15_16,VBP,['ADD'],"""If this beer list doesn't make your head spin , it will tomorrow when we ADD MORE !... http://fb.me/GVhHzbMR""",15,16,is the author of this tweet involved in the event ADD  ?,certNO,certNO,certNO,probYES,certNO,1,test
t1520_12_13,VBP,['recommend'],"""If you can see only one Darfur documentary this year , I recommend The Devil Came on Horseback . http://3.ly/udhv""",12,13,is the author of this tweet involved in the event recommend  ?,certNO,certNO,certYES,certNO,certNO,1,test
t1525_15_16,VBP,['love'],"""if you're a belieber , whats the mosy fav thing about t � � I love that he is not just for riches and fame he love � http://4ms.me/cbS3iI""",15,16,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1525_26_27,VBP,['love'],"""if you're a belieber , whats the mosy fav thing about t � � I love that he is not just for riches and fame he love � http://4ms.me/cbS3iI""",26,27,is the author of this tweet involved in the event love  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1526_7_8,VBG,['hurting'],"""If you're a guy & I keep hurting your "" feelings "" all the time , something ain't right . Chin up nigga DAMN . So unattractive .""",7,8,is the author of this tweet involved in the event hurting  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1529_18_19,VBG,['allowing'],"""I get high with love when I'm helping and being of service to you . Thank you for allowing .""",18,19,is the author of this tweet involved in the event allowing  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1529_7_8,VBG,['helping'],"""I get high with love when I'm helping and being of service to you . Thank you for allowing .""",7,8,is the author of this tweet involved in the event helping  ?,probYES,certYES,certNO,UNK,UNK,1,test
t1530_2_3,VBP,['vote'],"""@iGetReTaRdCheKz I vote girl !""",2,3,is the author of this tweet involved in the event vote  ?,certNO,certNO,certYES,certNO,certNO,1,test
t1539_7_8,VBG,['falling'],"""I got woken up by my tv falling on tha floor . Nice , right ? -_-""",7,8,is the author of this tweet involved in the event falling  ?,certNO,certNO,certNO,certNO,certNO,0,test
t154_4_5,VBG,['remaining'],"""@alvinhocheese @Zixuan29 I uploaded/uploading remaining albums . Muackszx""",4,5,is the author of this tweet involved in the event remaining  ?,INV,INV,INV,INV,INV,0,test
t1542_14_15,VBP,['wish'],"""I had a wonderful day today and i hope u all did , i wish u all good night and sweet dreams xoxoxo""",14,15,is the author of this tweet involved in the event wish  ?,certNO,certNO,certYES,certNO,certNO,1,test
t1542_8_9,VBP,['hope'],"""I had a wonderful day today and i hope u all did , i wish u all good night and sweet dreams xoxoxo""",8,9,is the author of this tweet involved in the event hope  ?,probNO,certNO,certYES,probYES,certNO,1,test
t1543_13_14,VBP,['Love'],"""I had forgotten how much i looove coffee cake !! Yup ! I Love Coffee Cake . Y Que ?!""",13,14,is the author of this tweet involved in the event Love  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1543_2_3,VBN,['forgotten'],"""I had forgotten how much i looove coffee cake !! Yup ! I Love Coffee Cake . Y Que ?!""",2,3,is the author of this tweet involved in the event forgotten  ?,certYES,probYES,certYES,probYES,probYES,1,test
t1545_1_2,VBP,['hate'],"""I hate how I am sometimes , it really sucks and I over think .""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1546_1_2,VBP,['hate'],"""I hate it when i forget that i wear glasses&i go to itch my eye&i hit my glasses -_- . not cool""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1546_5_6,VBP,['forget'],"""I hate it when i forget that i wear glasses&i go to itch my eye&i hit my glasses -_- . not cool""",5,6,is the author of this tweet involved in the event forget  ?,probYES,certYES,certNO,probYES,probYES,1,test
t1546_8_9,VBP,['wear'],"""I hate it when i forget that i wear glasses&i go to itch my eye&i hit my glasses -_- . not cool""",8,9,is the author of this tweet involved in the event wear  ?,probYES,certYES,certNO,probYES,probYES,1,test
t1547_1_2,VBP,['hate'],"""I hate it when I'm tired at about 8 but by 11 I seem to be awake . - . -""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1548_1_2,VBP,['hate'],"""I hate it when my [ HONK ! ] gets stuck in my [ WHOOPWHOOP ] .""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1548_10_11,VBN,['stuck'],"""I hate it when my [ HONK ! ] gets stuck in my [ WHOOPWHOOP ] .""",10,11,is the author of this tweet involved in the event stuck  ?,probYES,certYES,probYES,probNO,probNO,1,test
t1549_1_2,VBP,['hate'],"""I hate MSU !! Hawwwwwwwks !!""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1550_1_2,VBP,['HATE'],"""I HATE MY MOTHER !!!!!!!!!!!... Where is Dee when I need him""",1,2,is the author of this tweet involved in the event HATE  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1550_10_11,VBP,['need'],"""I HATE MY MOTHER !!!!!!!!!!!... Where is Dee when I need him""",10,11,is the author of this tweet involved in the event need  ?,certYES,UNK,certYES,certYES,UNK,1,test
t1551_1_2,VBP,['hate'],"""I hate Sun Cleaners , they hemmed my pants too short . #dammit""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1552_1_2,VBP,['hate'],"""I hate that mini heart attack you get when you lose your phone and its on silent""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1552_10_11,VBP,['lose'],"""I hate that mini heart attack you get when you lose your phone and its on silent""",10,11,is the author of this tweet involved in the event lose  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1553_1_2,VBP,['hate'],"""I hate the Heat . (:""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1554_1_2,VBP,['hate'],"""i hate when i dont have any change for the customers ..""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1555_1_2,VBP,['hate'],"""I hate when people ask me "" what are you , like your race ? "" cuz I don't be knowing what to say . I just say I'm black and stuff . lol""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1555_20_21,VBG,['knowing'],"""I hate when people ask me "" what are you , like your race ? "" cuz I don't be knowing what to say . I just say I'm black and stuff . lol""",20,21,is the author of this tweet involved in the event knowing  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1556_1_2,VBP,['hate'],"""I hate when people do shit like that""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1557_1_2,VBP,['hate'],"""I hate when someone ask you "" what ' s wrong "" & u say "" long story "" then they say "" I've got time "" okay I obviously don't want to tell you !""",1,2,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1557_4_5,VBP,['ask'],"""I hate when someone ask you "" what ' s wrong "" & u say "" long story "" then they say "" I've got time "" okay I obviously don't want to tell you !""",4,5,is the author of this tweet involved in the event ask  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1563_2_3,VBN,['eaten'],"""I have eaten a large quantity of oranges this week ...""",2,3,is the author of this tweet involved in the event eaten  ?,probYES,certYES,certNO,probYES,probYES,1,test
t1564_2_3,VBN,['lost'],"""I have lost everything importing in my life within the past week anything that i loved is now gone""",2,3,is the author of this tweet involved in the event lost  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1566_23_24,VBN,['run'],"""I have made the tough decisions , always with an eye toward the bottom line . Perhaps it ' s time America was run like a business . Donald Trump""",23,24,is the author of this tweet involved in the event run  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1567_12_13,VBN,['stunned'],"""I haven't driven to bc in years , and I am just stunned by how beautiful the drive is .""",12,13,is the author of this tweet involved in the event stunned  ?,certYES,certNO,certYES,certYES,probNO,1,test
t1567_2_3,VBN,['driven'],"""I haven't driven to bc in years , and I am just stunned by how beautiful the drive is .""",2,3,is the author of this tweet involved in the event driven  ?,certNO,certYES,certYES,certYES,probYES,1,test
t1568_30_31,VBP,['love'],"""i have pride in myself that one day i will be #1 girl of the week and u have pride in your self that your dream will come true ok love u !""",30,31,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1569_5_6,VBG,['bringing'],"""i have to say . bringing luna to work makes the day so much more interesting . even if i do have to clean up her whoopsies . #boredas""",5,6,is the author of this tweet involved in the event bringing  ?,certYES,certYES,certYES,probYES,probYES,1,test
t1571_1_2,VBP,['heart'],"""i heart @fatbellybella's true music that inspires me to intake my beauty , roots , and willingness to take on anything .""",1,2,is the author of this tweet involved in the event heart  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1572_7_8,VBN,['noticed'],"""@iHeartHummelToo yeah ! I ' ve never noticed it before , I ' m sure it must be new :/""",7,8,is the author of this tweet involved in the event noticed  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1574_1_2,VBP,['heart'],"""I heart Park(ing ) Day ! Photo of meter shark : http://bit.ly/aQun1b""",1,2,is the author of this tweet involved in the event heart  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1575_1_2,VBP,['Hope'],"""I Hope My Sis @NaeGotEmGeekin Gets Better""",1,2,is the author of this tweet involved in the event Hope  ?,certYES,probYES,certYES,probYES,probYES,1,test
t1576_1_2,VBP,['hope'],"""I hope the weeks keep flying . It ' s actually fantastic the way none of the days dragged this week .... like NONE . :D""",1,2,is the author of this tweet involved in the event hope  ?,certYES,probYES,certYES,probYES,probYES,1,test
t1576_5_6,VBG,['flying'],"""I hope the weeks keep flying . It ' s actually fantastic the way none of the days dragged this week .... like NONE . :D""",5,6,is the author of this tweet involved in the event flying  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1577_1_2,VBP,['hope'],"""I hope you will have a blessed and nice time off this weekend . Love your children , love your pets and enjoy all the goodness in your life .""",1,2,is the author of this tweet involved in the event hope  ?,certYES,certNO,certYES,probYES,probYES,1,test
t1577_18_19,VBP,['love'],"""I hope you will have a blessed and nice time off this weekend . Love your children , love your pets and enjoy all the goodness in your life .""",18,19,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1577_6_7,VBN,['blessed'],"""I hope you will have a blessed and nice time off this weekend . Love your children , love your pets and enjoy all the goodness in your life .""",6,7,is the author of this tweet involved in the event blessed  ?,certNO,certNO,certNO,certNO,probYES,1,test
t1578_14_15,VBP,['hope'],"""@iians Id love to see IDWT live from CES . And one day I hope to go to ces myself .""",14,15,is the author of this tweet involved in the event hope  ?,probYES,probNO,certYES,probYES,probYES,1,test
t1580_4_5,VBG,['flirting'],"""@iimTOOpretty them breast is flirting with me boo smh""",4,5,is the author of this tweet involved in the event flirting  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1586_11_12,VBG,['playing'],"""' I just got confirmed that me and Jorge will be playing 2 songs from "" The Devils Art "" at Words and Wine September ... http://fb.me/AyezVfH3 '""",11,12,is the author of this tweet involved in the event playing  ?,certNO,certNO,certNO,certNO,certYES,1,test
t1586_4_5,VBN,['confirmed'],"""' I just got confirmed that me and Jorge will be playing 2 songs from "" The Devils Art "" at Words and Wine September ... http://fb.me/AyezVfH3 '""",4,5,is the author of this tweet involved in the event confirmed  ?,certNO,certNO,certNO,certNO,certNO,0,test
t1588_2_3,VBP,['love'],"""I just love a good #belt session .""",2,3,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,test
t1589_2_3,VBN,['orgasmed'],"""i just orgasmed over this http://dreamofgaga.com/2011/01/20/born-this-way-remix-made-by-lady-gaga-herself-is-out/""",2,3,is the author of this tweet involved in the event orgasmed  ?,certYES,certNO,certNO,certNO,certNO,1,test
t1590_2_3,VBN,['put'],"""I just put extra granola in my cereal .""",2,3,is the author of this tweet involved in the event put  ?,certYES,certNO,certNO,certNO,certNO,1,test
t1591_2_3,VBN,['remembered'],"""I just remembered this week is The Heatwave 7th birthday ... meant to make tonight ' s Brixton bashment our birthday party but I forgot LOL""",2,3,is the author of this tweet involved in the event remembered  ?,certYES,probNO,certNO,certNO,certNO,1,test
